Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
628982,Landing Page Submission,Direct Traffic,No,No,1,4,973,1.33,SMS Sent,India,Business Administration,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Other Cities,,,,,No,Yes,SMS Sent
628963,Landing Page Submission,Organic Search,No,No,0,10,1318,2.5,SMS Sent,India,International Business,Online Search,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Cities,,,,,No,Yes,SMS Sent
628958,Landing Page Submission,Direct Traffic,Yes,No,0,1,1771,1,Email Bounced,India,Finance Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Metro Cities,,,,,No,Yes,Modified
628949,Landing Page Submission,Direct Traffic,No,No,1,4,692,4,Email Opened,India,Operations Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Leads,Other Cities of Maharashtra,,,,,No,No,Email Opened
628940,Landing Page Submission,Google,No,No,0,4,641,2,Email Opened,India,Marketing Management,Advertisements,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Email Opened
628929,Landing Page Submission,Direct Traffic,No,No,1,8,1797,2.67,Email Opened,India,International Business,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14,20,No,Yes,Modified
628918,Landing Page Submission,Direct Traffic,No,No,0,1,1136,1,Converted to Lead,India,Marketing Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Other Leads,Mumbai,,,,,No,No,Modified
628916,Landing Page Submission,Direct Traffic,No,No,1,2,1844,2,SMS Sent,India,International Business,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,,,,,No,Yes,SMS Sent
628913,Landing Page Submission,Direct Traffic,No,No,1,2,695,2,SMS Sent,India,Business Administration,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,,,,,No,No,SMS Sent
628908,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628902,Landing Page Submission,Direct Traffic,No,No,0,2,498,2,Email Opened,India,Human Resource Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Thane & Outskirts,,,,,No,Yes,Email Opened
628885,Landing Page Submission,Direct Traffic,No,No,0,1,9,1,Converted to Lead,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,,Other Metro Cities,,,,,No,Yes,Modified
628877,Landing Page Submission,Direct Traffic,No,No,0,5,329,5,Email Opened,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,,,,,No,Yes,Email Opened
628845,Landing Page Submission,Google,No,No,0,4,240,2,Converted to Lead,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Mumbai,02.Medium,01.High,14,18,No,No,Modified
628832,API,bing,No,No,0,1,153,1,Converted to Lead,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628791,Landing Page Submission,Direct Traffic,No,No,0,2,94,2,Email Opened,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,,,,,No,Yes,Email Opened
628769,Landing Page Submission,Direct Traffic,No,No,0,3,126,1.5,Email Opened,India,Hospitality Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Cities of Maharashtra,,,,,No,Yes,Email Opened
628768,API,Olark Chat,No,No,0,0,0,0,Email Link Clicked,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628756,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
628754,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628726,API,Olark Chat,No,No,1,0,0,0,Olark Chat Conversation,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628707,Lead Add Form,Olark Chat,No,No,0,0,0,0,Email Opened,India,Marketing Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
628706,API,Google,No,No,0,2,279,2,Converted to Lead,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Not Sure,No,No,,,,,,,No,No,Modified
628694,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628689,Landing Page Submission,Direct Traffic,No,No,1,2,1512,2,SMS Sent,India,Operations Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Other Cities of Maharashtra,02.Medium,01.High,14,17,No,Yes,SMS Sent
628685,Landing Page Submission,,No,No,1,2,9,2,SMS Sent,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,,,,,No,No,SMS Sent
628675,Lead Add Form,Welingak Website,No,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,SMS Sent
628666,Lead Add Form,,No,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,,,,,,,No,No,SMS Sent
628661,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628658,Landing Page Submission,Google,No,No,1,2,1238,2,SMS Sent,India,Supply Chain Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent
628652,API,Google,No,No,0,4,157,4,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
628642,Lead Add Form,Welingak Website,No,No,1,0,0,0,Page Visited on Website,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Page Visited on Website
628626,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628615,Landing Page Submission,Google,No,No,0,4,126,2,SMS Sent,India,Healthcare Management,Social Media,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Metro Cities,,,,,No,No,SMS Sent
628607,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
628594,Landing Page Submission,Organic Search,No,No,0,4,95,4,Olark Chat Conversation,Singapore,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Other Cities,,,,,No,Yes,Olark Chat Conversation
628580,API,Google,No,No,0,5,150,1.67,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Olark Chat Conversation
628578,Landing Page Submission,Organic Search,No,No,1,4,1185,4,SMS Sent,India,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Cities,,,,,No,Yes,SMS Sent
628577,API,Google,No,No,0,2,117,2,Page Visited on Website,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628570,API,Organic Search,No,No,0,4,135,4,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
628542,API,Google,No,No,0,2,547,1,Email Opened,India,Supply Chain Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,High in Relevance,No,No,Other Leads,Thane & Outskirts,03.Low,02.Medium,11,15,No,No,Modified
628536,Landing Page Submission,Direct Traffic,No,No,1,4,1602,1.33,SMS Sent,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Worst,No,No,,Other Cities,02.Medium,02.Medium,14,16,No,Yes,Modified
628534,API,Google,No,No,0,3,449,1.5,SMS Sent,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,SMS Sent
628524,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
628517,Landing Page Submission,Google,No,No,1,8,1144,2,SMS Sent,India,Marketing Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,,,,,No,Yes,SMS Sent
628512,Lead Add Form,Welingak Website,No,No,1,0,0,0,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Not Sure,No,No,,,,,,,No,No,Modified
628508,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Human Resource Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,,02.Medium,01.High,15,19,No,No,Modified
628500,Lead Add Form,Reference,No,No,1,0,0,0,Email Opened,India,Business Administration,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Might be,No,No,Potential Lead,,,,,,No,No,Modified
628499,Lead Add Form,Reference,No,No,1,0,0,0,Email Link Clicked,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,,,02.Medium,01.High,15,17,No,No,Email Link Clicked
628482,Lead Add Form,Reference,No,No,1,1,1054,1,Email Opened,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,,Mumbai,02.Medium,01.High,14,19,No,Yes,Email Opened
628478,Lead Add Form,Reference,Yes,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,,,,,,No,No,SMS Sent
628474,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
628471,Landing Page Submission,Organic Search,No,No,1,10,697,10,Email Opened,India,Services Excellence,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Metro Cities,,,,,No,Yes,Email Opened
628469,API,Google,No,No,0,5,213,5,SMS Sent,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,SMS Sent
628464,Landing Page Submission,Direct Traffic,No,No,0,4,86,4,Email Opened,India,International Business,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Cities of Maharashtra,,,,,No,Yes,Email Opened
628462,Landing Page Submission,Organic Search,No,No,1,8,1288,8,SMS Sent,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Other Cities,,,,,No,Yes,SMS Sent
628456,Landing Page Submission,Organic Search,No,No,0,7,85,3.5,Email Opened,India,Rural and Agribusiness,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Thane & Outskirts,,,,,No,Yes,Email Opened
628453,Landing Page Submission,Direct Traffic,No,No,1,3,482,3,SMS Sent,India,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,,,,,No,Yes,SMS Sent
628444,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,,,,,,No,No,SMS Sent
628438,Landing Page Submission,Google,Yes,No,0,2,310,2,Email Bounced,India,Hospitality Management,Online Search,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Thane & Outskirts,,,,,No,No,Modified
628437,Landing Page Submission,Organic Search,Yes,No,0,5,181,5,Unreachable,India,Travel and Tourism,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Other Cities,,,,,No,Yes,Modified
628432,Landing Page Submission,Google,No,No,0,4,60,4,Email Opened,India,Operations Management,Other,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,No,Email Opened
628429,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
628428,API,Olark Chat,No,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,SMS Sent
628421,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
628419,Landing Page Submission,Organic Search,No,No,1,8,205,2.67,SMS Sent,India,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,,,,,No,Yes,SMS Sent
628413,Landing Page Submission,Google,No,No,1,4,1286,4,SMS Sent,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,,,,,No,No,SMS Sent
628411,API,Google,No,No,0,2,114,2,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
628405,Landing Page Submission,Direct Traffic,No,No,0,3,145,3,Email Bounced,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,Yes,Modified
628396,API,Olark Chat,No,No,1,1,1172,1,SMS Sent,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,SMS Sent
628392,Landing Page Submission,Organic Search,No,No,0,6,112,3,Email Opened,India,Finance Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,Yes,Email Opened
628379,Lead Add Form,Reference,No,No,0,,1057,,,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,,,,,,No,No,Modified
628359,Landing Page Submission,Direct Traffic,No,No,0,6,1173,3,Email Opened,India,Media and Advertising,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Other Cities,,,,,No,No,Email Opened
628357,API,Organic Search,Yes,No,0,2,216,1,Unsubscribed,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Unsubscribed
628347,Landing Page Submission,Direct Traffic,No,No,1,24,1500,2,Page Visited on Website,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,01.High,01.High,16,18,No,No,Page Visited on Website
628344,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,,,,,,,No,No,Modified
628340,Landing Page Submission,Direct Traffic,No,No,0,3,747,3,SMS Sent,India,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Other Cities,,,,,No,Yes,SMS Sent
628332,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Not Sure,No,No,,,,,,,No,No,Email Opened
628320,Landing Page Submission,Google,No,No,1,8,1289,1.6,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,Yes,Modified
628309,API,Olark Chat,No,No,0,0,0,0,Email Link Clicked,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628308,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Travel and Tourism,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,,,,,No,No,SMS Sent
628304,Landing Page Submission,Direct Traffic,No,No,0,6,195,6,Page Visited on Website,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,,Mumbai,,,,,No,Yes,Modified
628298,API,Olark Chat,Yes,No,1,0,0,0,Email Bounced,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Bounced
628297,API,Olark Chat,No,No,0,0,0,0,SMS Sent,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,SMS Sent
628282,Lead Add Form,Reference,No,No,1,0,0,0,SMS Sent,India,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,,,,,,No,No,SMS Sent
628273,Landing Page Submission,Google,No,No,1,2,1453,2,SMS Sent,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Other Cities,,,,,No,No,SMS Sent
628225,API,Organic Search,No,No,0,6,211,6,Page Visited on Website,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Page Visited on Website
628220,API,Olark Chat,No,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,SMS Sent
628209,Landing Page Submission,Google,No,No,1,6,1169,6,SMS Sent,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Thane & Outskirts,,,,,No,No,SMS Sent
628208,Landing Page Submission,Google,No,No,1,11,964,2.75,SMS Sent,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent
628181,API,Google,No,No,0,2,71,2,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
628164,Landing Page Submission,Google,No,No,1,6,1168,2,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14,20,No,No,Email Opened
628158,API,Google,No,No,0,1,243,1,Converted to Lead,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628153,API,Google,Yes,No,0,2,27,1,Email Bounced,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628150,API,Direct Traffic,No,No,0,6,397,6,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628149,API,Google,No,No,0,2,234,2,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628130,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628129,API,Google,No,No,0,2,973,2,Olark Chat Conversation,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,,,,,,,No,No,Modified
628121,Lead Add Form,Welingak Website,No,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Not Sure,No,No,,,02.Medium,02.Medium,15,15,No,No,Modified
628113,Landing Page Submission,Google,No,No,0,3,120,3,Email Link Clicked,India,"Banking, Investment And Insurance",Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Not Sure,No,No,,Other Metro Cities,,,,,No,No,Modified
628111,API,Olark Chat,Yes,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Olark Chat Conversation
628094,Landing Page Submission,Google,Yes,No,0,5,1021,5,SMS Sent,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,,Mumbai,,,,,No,No,SMS Sent
628087,API,Olark Chat,No,No,1,0,0,0,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
628080,API,Google,No,No,0,2,202,2,Page Visited on Website,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628070,API,Olark Chat,No,No,0,0,0,0,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
628066,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Olark Chat Conversation
628064,API,Google,No,No,0,4,365,2,SMS Sent,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,SMS Sent
628062,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Modified
628050,Landing Page Submission,Direct Traffic,No,No,0,2,242,2,Email Opened,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,,Mumbai,,,,,No,Yes,Email Opened
628048,API,Google,No,No,1,2,1257,2,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,SMS Sent
628038,Landing Page Submission,Direct Traffic,No,No,0,4,1463,2,Page Visited on Website,India,Human Resource Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,,,,,No,Yes,Page Visited on Website
628034,Landing Page Submission,Direct Traffic,No,No,0,4,22,4,SMS Sent,India,Hospitality Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,Yes,SMS Sent
628025,API,Google,No,No,1,2,1486,1,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Opened
628023,API,Olark Chat,No,No,0,0,0,0,Email Link Clicked,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,Email Link Clicked
628020,Lead Add Form,Welingak Website,No,No,1,0,0,0,SMS Sent,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,,,,,No,No,SMS Sent
627999,Landing Page Submission,Direct Traffic,No,No,0,2,75,2,Email Opened,India,IT Projects Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,,,,,No,Yes,Email Opened
627996,Landing Page Submission,Google,No,No,0,3,365,3,Page Visited on Website,India,Human Resource Management,Student of SomeSchool,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,No,Modified
627983,Landing Page Submission,Google,No,No,0,5,245,2.5,Email Link Clicked,India,Supply Chain Management,Online Search,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,Yes,Email Link Clicked
627972,Landing Page Submission,Direct Traffic,No,No,1,3,148,3,SMS Sent,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14,20,No,Yes,SMS Sent
627970,Landing Page Submission,Google,No,No,1,3,1178,3,SMS Sent,India,Supply Chain Management,Online Search,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,,,,,No,No,SMS Sent
627952,Landing Page Submission,Organic Search,No,No,0,4,5,4,SMS Sent,India,Media and Advertising,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Might be,No,No,,Other Cities,,,,,No,Yes,Modified
627935,Landing Page Submission,Direct Traffic,No,No,0,3,1118,3,Email Opened,India,Finance Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Thane & Outskirts,,,,,No,Yes,Email Opened
